group,songname,mfcc1_mean,mfcc1_std,mfcc1_skew,mfcc1_max,mfcc1_median,mfcc1_min,mfcc2_mean,mfcc2_std,mfcc2_skew,mfcc2_max,mfcc2_median,mfcc2_min,mfcc3_mean,mfcc3_std,mfcc3_skew,mfcc3_max,mfcc3_median,mfcc3_min,mfcc4_mean,mfcc4_std,mfcc4_skew,mfcc4_max,mfcc4_median,mfcc4_min,mfcc5_mean,mfcc5_std,mfcc5_skew,mfcc5_max,mfcc5_median,mfcc5_min,mfcc6_mean,mfcc6_std,mfcc6_skew,mfcc6_max,mfcc6_median,mfcc6_min,mfcc7_mean,mfcc7_std,mfcc7_skew,mfcc7_max,mfcc7_median,mfcc7_min,mfcc8_mean,mfcc8_std,mfcc8_skew,mfcc8_max,mfcc8_median,mfcc8_min,mfcc9_mean,mfcc9_std,mfcc9_skew,mfcc9_max,mfcc9_median,mfcc9_min,mfcc10_mean,mfcc10_std,mfcc10_skew,mfcc10_max,mfcc10_median,mfcc10_min,mfcc11_mean,mfcc11_std,mfcc11_skew,mfcc11_max,mfcc11_median,mfcc11_min,mfcc12_mean,mfcc12_std,mfcc12_skew,mfcc12_max,mfcc12_median,mfcc12_min,mfcc13_mean,mfcc13_std,mfcc13_skew,mfcc13_max,mfcc13_median,mfcc13_min,mfcc14_mean,mfcc14_std,mfcc14_skew,mfcc14_max,mfcc14_median,mfcc14_min,mfcc15_mean,mfcc15_std,mfcc15_skew,mfcc15_max,mfcc15_median,mfcc15_min,sc_mean,sc_std,sc_skew,sc_max,sc_median,sc_min,zcr_mean,zcr_std,zcr_skew,zcr_max,zcr_median,zcr_min,cf_mean,cf_std,cf_skew,cf_max,cf_median,cf_min,sro_mean,sro_std,sro_skew,sro_max,sro_median,sro_min
blues,genres/blues/blues.00000.wav,-113.57064819335938,50.638004302978516,0.044630035758018494,21.74205780029297,-115.41765594482422,-257.9110107421875,121.57179260253906,17.202146530151367,-0.29941412806510925,164.7547607421875,121.83512115478516,46.89046096801758,-19.168142318725586,15.348433494567871,-0.43403470516204834,28.366947174072266,-18.117706298828125,-70.90015411376953,42.36642074584961,12.292553901672363,-0.45206695795059204,71.43293762207031,43.77720642089844,-1.2741484642028809,-6.364664077758789,12.958966255187988,-0.2036866694688797,30.379972457885742,-5.612618446350098,-49.18486785888672,18.623498916625977,9.443560600280762,-0.37532123923301697,41.80767059326172,19.38727569580078,-14.367301940917969,-13.704891204833984,8.225600242614746,0.023767033591866493,14.780130386352539,-13.798615455627441,-38.83380889892578,15.34315013885498,8.30256462097168,0.04070610925555229,43.63489532470703,15.83838176727295,-10.57763671875,-12.274109840393066,9.06665325164795,-0.20267687737941742,13.907670021057129,-11.847553253173828,-38.79335403442383,10.976572036743164,7.961552143096924,0.12808124721050262,39.424346923828125,10.903623580932617,-14.338533401489258,-8.326573371887207,7.859586238861084,0.0032058076467365026,15.191149711608887,-8.206476211547852,-33.12556457519531,8.803792953491211,7.1585001945495605,-0.10848365724086761,31.243000030517578,8.830806732177734,-12.483558654785156,-3.672300100326538,6.420079231262207,-0.0351952388882637,22.48209571838379,-3.4705958366394043,-26.569305419921875,5.747994899749756,6.368239879608154,-0.038431666791439056,28.861858367919922,5.579362869262695,-19.540184020996094,-5.162881851196289,7.055170059204102,0.08569877594709396,16.163162231445312,-5.48268985748291,-29.650527954101562,1784.1658495387549,360.241675164258,1.5385720401439327,4031.364537604316,1739.0188578645125,1027.0792583996563,0.08304482066898686,0.027693783681433826,1.4276746621163237,0.24267578125,0.078125,0.033203125,0.08304482066898686,0.027693783681433826,1.4276746621163237,0.24267578125,0.078125,0.033203125,3805.8396058403423,949.4763954584874,1.0126745296941848,7644.287109375,3649.8779296875,1830.322265625
blues,genres/blues/blues.00001.wav,-207.50169372558594,88.11671447753906,-0.468995600938797,-25.956674575805664,-195.3683319091797,-448.5556335449219,123.99126434326172,23.669811248779297,-0.24320246279239655,192.77078247070312,125.49504089355469,28.882287979125977,8.955126762390137,23.933467864990234,-0.9710399508476257,59.997047424316406,12.937246322631836,-78.69281005859375,35.877647399902344,16.263643264770508,-0.1644936501979828,76.5858154296875,36.385093688964844,-26.024188995361328,2.9073197841644287,16.7311954498291,-0.11754722893238068,42.422393798828125,3.6022067070007324,-42.474632263183594,21.510465621948242,12.50908088684082,-0.5666388869285583,50.9654541015625,22.692241668701172,-26.499961853027344,-8.560436248779297,14.172126770019531,-0.2568020820617676,28.447265625,-8.081329345703125,-57.465919494628906,23.370685577392578,11.939680099487305,0.10593347996473312,57.322296142578125,22.763219833374023,-14.032224655151367,-10.099660873413086,12.888309478759766,0.008456094190478325,21.894630432128906,-10.145421981811523,-52.36970520019531,11.900497436523438,10.215606689453125,-0.18210962414741516,40.40428161621094,12.144330978393555,-29.546382904052734,-5.555638790130615,10.255419731140137,0.012905220501124859,24.502059936523438,-5.825874328613281,-37.25718688964844,5.3763275146484375,9.80801773071289,0.15490810573101044,37.242591857910156,4.817553520202637,-25.34942054748535,-2.231760263442993,8.056940078735352,0.0029308691155165434,19.23003387451172,-2.513017416000366,-27.189577102661133,4.22014045715332,8.552925109863281,-0.020942354574799538,29.37805938720703,3.989069938659668,-20.44722557067871,-6.012148380279541,7.240313529968262,0.12953510880470276,17.768434524536133,-5.875469207763672,-26.848997116088867,1530.1766787460795,613.0661250213441,1.337728250295782,5444.293576825396,1462.001793556221,421.09172894853396,0.05603980870552978,0.03804630719740175,2.3638203077076017,0.32373046875,0.0478515625,0.00634765625,0.05603980870552978,0.03804630719740175,2.3638203077076017,0.32373046875,0.0478515625,0.00634765625,3550.5220984084976,1725.6573785484359,0.4457733452313822,8085.7177734375,3219.2138671875,333.7646484375
blues,genres/blues/blues.00002.wav,-90.72259521484375,57.61115264892578,-0.5776865482330322,32.401397705078125,-85.37770080566406,-343.934814453125,140.44630432128906,22.55582046508789,-1.3307092189788818,198.8385009765625,142.61990356445312,-11.795292854309082,-29.093889236450195,20.29239273071289,0.24910420179367065,46.547847747802734,-29.16309928894043,-85.00932312011719,31.68433380126953,12.003762245178223,0.8657625913619995,91.40402221679688,30.351402282714844,1.0605379343032837,-13.984503746032715,12.46971321105957,-0.3799866735935211,37.09912109375,-13.177949905395508,-64.44110107421875,25.764741897583008,8.634140968322754,0.09132122993469238,61.293636322021484,25.729293823242188,-5.971572399139404,-13.664875030517578,10.343201637268066,0.05742637813091278,25.83951187133789,-13.88145637512207,-51.17914962768555,11.639933586120605,10.323511123657227,-0.9763993620872498,34.020233154296875,13.146852493286133,-31.285770416259766,-11.783642768859863,8.089990615844727,0.8851499557495117,29.94942855834961,-12.681000709533691,-34.6714973449707,9.71876049041748,8.240683555603027,-0.9262356758117676,31.050621032714844,10.499070167541504,-33.70801544189453,-13.133803367614746,7.601409435272217,-0.13771933317184448,13.120670318603516,-13.280933380126953,-45.1903076171875,5.791199207305908,8.029956817626953,-0.6837485432624817,25.241779327392578,6.8805108070373535,-32.569252014160156,-8.907628059387207,7.770788192749023,0.7117913961410522,23.078027725219727,-10.097810745239258,-28.85430335998535,-1.0770000219345093,7.596784591674805,-0.7918396592140198,19.097427368164062,0.031626150012016296,-35.26056671142578,-9.229273796081543,6.048222064971924,0.27493706345558167,13.090475082397461,-9.59203052520752,-26.859527587890625,1552.8118647610042,395.5599112249815,1.9274692892719656,4669.770713297799,1510.9725894845894,417.2548017606654,0.07629120746326373,0.031730570099435376,4.185552834670333,0.44091796875,0.07373046875,0.0126953125,0.07629120746326373,0.031730570099435376,4.185552834670333,0.44091796875,0.07373046875,0.0126953125,3042.2602323810906,885.4572043322688,0.6096132317981211,6556.8603515625,2906.982421875,441.4306640625
blues,genres/blues/blues.00003.wav,-199.54420471191406,74.212646484375,0.049742430448532104,-14.06617259979248,-196.83621215820312,-363.95361328125,150.0908966064453,21.365985870361328,0.11552305519580841,235.07391357421875,149.26617431640625,62.801788330078125,5.662678241729736,16.036245346069336,-0.7242182493209839,43.56199264526367,7.5218939781188965,-63.06709289550781,26.859079360961914,12.580432891845703,-0.5038410425186157,63.49259948730469,28.0914306640625,-27.263675689697266,1.7713992595672607,16.371755599975586,-0.285796582698822,37.43777847290039,3.13435697555542,-49.73822021484375,14.234030723571777,11.260290145874023,-0.09261760860681534,56.01583480834961,14.821720123291016,-24.058454513549805,-4.832006454467773,12.486475944519043,-0.8870672583580017,21.049339294433594,-2.2245564460754395,-45.37324523925781,9.286494255065918,9.0151948928833,-0.32746225595474243,30.783287048339844,9.87155532836914,-18.335241317749023,-0.7591864466667175,9.59760856628418,-0.3252105116844177,25.273712158203125,0.6136529445648193,-29.54819107055664,8.137606620788574,8.4447660446167,-0.6543979048728943,32.76179504394531,8.510473251342773,-29.34754180908203,-3.200653076171875,10.49936580657959,-0.34569278359413147,25.346261978149414,-2.6024653911590576,-45.59827423095703,6.079319000244141,6.946365833282471,0.6127861142158508,40.363243103027344,5.666445255279541,-14.122020721435547,-2.4801738262176514,7.5365376472473145,-0.16215519607067108,20.65133285522461,-1.8808069229125977,-32.89056396484375,-1.079304575920105,7.89239501953125,-0.4673120081424713,24.903654098510742,-0.4891752004623413,-30.88430404663086,-2.870788335800171,7.186904430389404,0.6715670824050903,39.70603561401367,-3.0316033363342285,-25.179458618164062,1070.1066149971293,429.36690885180553,1.0019280968507633,3236.4421164344976,1003.8415724519859,318.7135001811452,0.03330886262567672,0.020561103742135052,1.0730283959574498,0.14501953125,0.03076171875,0.00634765625,0.03330886262567672,0.020561103742135052,1.0730283959574498,0.14501953125,0.03076171875,0.00634765625,2184.7457991951856,1221.9633219928148,1.2467664300280665,7611.9873046875,1905.6884765625,387.59765625
blues,genres/blues/blues.00004.wav,-160.33770751953125,72.07837677001953,-0.31169819831848145,-6.147504806518555,-156.6975555419922,-356.30291748046875,126.21964263916016,29.21959686279297,-0.7373669147491455,188.28465270996094,130.62611389160156,-11.409154891967773,-35.58781051635742,18.270002365112305,0.22009752690792084,21.92325782775879,-36.96551513671875,-84.61235046386719,22.1480712890625,13.908848762512207,0.36033350229263306,86.17342376708984,21.883647918701172,-13.978872299194336,-32.47860336303711,18.337852478027344,-0.4872211515903473,18.55187225341797,-30.543689727783203,-96.11962890625,10.852293968200684,11.611700057983398,0.19951488077640533,46.32914733886719,10.26919174194336,-21.327457427978516,-23.352331161499023,9.656970977783203,-0.5849435329437256,0.2743522822856903,-22.310749053955078,-65.48233032226562,0.4984336793422699,11.165667533874512,0.517316997051239,33.730682373046875,-1.254664421081543,-27.954872131347656,-11.793437004089355,11.404970169067383,-0.18477705121040344,24.094097137451172,-11.075849533081055,-44.25859069824219,1.2072551250457764,9.983765602111816,0.1834399402141571,30.68413543701172,1.2421354055404663,-24.465713500976562,-13.088418006896973,8.958463668823242,0.5980762839317322,24.97995948791504,-13.438369750976562,-41.40929412841797,-2.8138670921325684,9.296807289123535,0.4581247866153717,31.721017837524414,-3.5744247436523438,-30.3232421875,-6.933385372161865,9.463374137878418,0.1321084052324295,24.07038688659668,-7.076827049255371,-36.60730743408203,-7.552725315093994,8.422786712646484,0.6535830497741699,29.95018768310547,-8.120291709899902,-32.43689727783203,-9.164666175842285,8.705940246582031,-0.6813679933547974,14.063105583190918,-7.674537181854248,-42.45470428466797,1835.004265512071,586.0033611456862,1.0501902594926193,4464.156641702084,1732.5175942536443,849.6582851809559,0.10146053871809745,0.04420548271538123,1.9385320225516915,0.3662109375,0.0927734375,0.03955078125,0.10146053871809745,0.04420548271538123,1.9385320225516915,0.3662109375,0.0927734375,0.03955078125,3579.757626703886,1254.1841299748899,0.32790466360672593,7084.423828125,3542.2119140625,1152.0263671875
blues,genres/blues/blues.00005.wav,-177.7742462158203,85.48342895507812,-0.4180345833301544,13.480691909790039,-168.74139404296875,-451.7427673339844,118.20548248291016,56.526214599609375,-1.0949223041534424,194.46026611328125,132.7108154296875,-85.43894958496094,-17.565879821777344,25.580730438232422,0.794365406036377,65.34683227539062,-23.292415618896484,-77.22773742675781,30.76239776611328,22.039655685424805,0.6840957403182983,104.37158966064453,29.123741149902344,-26.672855377197266,-21.747840881347656,20.81850242614746,-0.11375753581523895,45.79039764404297,-21.270475387573242,-85.97183227539062,11.920994758605957,16.321504592895508,0.5053520798683167,59.909271240234375,8.859387397766113,-23.787029266357422,-20.730993270874023,13.028495788574219,-0.7508872151374817,12.486640930175781,-19.32782554626465,-69.42012023925781,3.186577796936035,11.564465522766113,0.35414567589759827,43.949005126953125,2.4769277572631836,-23.334754943847656,-8.586038589477539,13.123619079589844,-0.5763436555862427,27.564401626586914,-7.104283332824707,-50.19405746459961,-0.9328520894050598,10.006301879882812,0.5517911314964294,36.07002258300781,-2.174805164337158,-23.615066528320312,-11.77243423461914,8.749088287353516,-0.9013291001319885,8.917010307312012,-10.980301856994629,-52.49609375,-2.405832290649414,8.871742248535156,0.09455359727144241,34.33317565917969,-2.6396541595458984,-36.482566833496094,-9.34366512298584,8.960474014282227,0.5525670647621155,21.219852447509766,-10.38744068145752,-32.54281997680664,-9.936209678649902,6.895799160003662,0.12300651520490646,17.343128204345703,-9.869256019592285,-35.511619567871094,-3.9039947986602783,7.750555038452148,-0.159578338265419,24.396671295166016,-3.76824951171875,-36.269657135009766,1831.993939606849,1015.1267751566124,1.2728683582616085,5399.377713531681,1471.0183388785233,645.8816622245336,0.09404153373936582,0.07895058970522166,2.4240517063984615,0.48193359375,0.0654296875,0.01611328125,0.09404153373936582,0.07895058970522166,2.4240517063984615,0.48193359375,0.0654296875,0.01611328125,3481.5175917198376,1809.5413667976416,0.4347124830661787,7698.1201171875,2906.982421875,775.1953125
blues,genres/blues/blues.00006.wav,-190.0523681640625,98.26766967773438,-0.19289042055606842,29.458560943603516,-183.31280517578125,-443.4499816894531,130.28907775878906,43.96357345581055,-0.7760736346244812,201.3959503173828,140.63905334472656,-15.379965782165527,-36.36953353881836,36.15920639038086,0.38893333077430725,54.20469665527344,-39.50403594970703,-117.80622863769531,33.02903366088867,21.91693687438965,0.8108895421028137,109.06423950195312,29.204692840576172,-18.00453758239746,11.108781814575195,32.91881561279297,-0.9984001517295837,58.09978485107422,23.0194034576416,-105.15089416503906,-0.6055834293365479,16.75643539428711,0.2191796898841858,51.08856964111328,-1.1656701564788818,-35.61357879638672,-20.871854782104492,12.33949089050293,-0.14358220994472504,19.577423095703125,-20.700056076049805,-64.35692596435547,0.27302491664886475,10.144749641418457,0.24001044034957886,30.489765167236328,-0.12771588563919067,-31.436105728149414,-6.486139297485352,11.443130493164062,-0.5877476334571838,22.76274299621582,-5.310276985168457,-50.76274108886719,-5.516767501831055,12.387519836425781,-0.4606122374534607,33.897972106933594,-5.118602752685547,-54.01661682128906,-7.83975076675415,9.350980758666992,-0.4577963352203369,24.8011474609375,-7.407841205596924,-46.06114196777344,-3.128591775894165,8.014090538024902,0.2061251401901245,31.054306030273438,-3.755220651626587,-33.639617919921875,-6.596197128295898,8.895277976989746,-0.3804183304309845,31.352493286132812,-6.621537208557129,-42.875396728515625,-9.95037841796875,7.949230670928955,-0.34270450472831726,9.544720649719238,-9.75672721862793,-40.60748291015625,-6.535177230834961,9.294037818908691,0.6480826139450073,30.20061492919922,-7.3670654296875,-30.069778442382812,1459.366471695765,661.7094513841726,0.9664952146795602,4499.417240682034,1312.4235653775963,415.63356957846383,0.07305223740815932,0.04369405757996276,1.3782394399890636,0.37548828125,0.06494140625,0.01708984375,0.07305223740815932,0.04369405757996276,1.3782394399890636,0.37548828125,0.06494140625,0.01708984375,2795.610963330191,1273.35856114577,0.9056355492977706,6761.42578125,2411.71875,441.4306640625
blues,genres/blues/blues.00007.wav,-179.34713745117188,81.07972717285156,-0.02322554588317871,42.689910888671875,-180.7236785888672,-413.1458740234375,136.46900939941406,38.46100997924805,-0.8225287795066833,211.605224609375,141.4215087890625,-17.305692672729492,-26.673137664794922,24.323486328125,0.17293916642665863,51.44595718383789,-27.838037490844727,-89.76280975341797,39.9842414855957,18.776220321655273,0.3580654263496399,106.60668182373047,39.33512878417969,-9.58161735534668,5.304416656494141,25.4996395111084,-0.47581446170806885,53.79418182373047,8.987592697143555,-73.2176513671875,10.928611755371094,11.674936294555664,0.1008073017001152,55.31061553955078,11.040870666503906,-24.930635452270508,-20.56482696533203,12.79733657836914,-0.14684666693210602,25.389944076538086,-19.119543075561523,-61.22588348388672,8.511157035827637,12.300202369689941,0.47347742319107056,51.440528869628906,7.012128829956055,-25.64508819580078,-11.35724925994873,13.112709999084473,-0.1398656964302063,24.607112884521484,-11.84494400024414,-58.079673767089844,-3.468346357345581,13.34859848022461,0.16290436685085297,32.669029235839844,-4.835035800933838,-38.98115539550781,-8.419937133789062,12.145281791687012,-1.2864640951156616,22.53306770324707,-6.47476863861084,-58.92198944091797,-6.9497151374816895,9.149770736694336,0.10686109960079193,29.057300567626953,-7.22584342956543,-37.710723876953125,-3.5391387939453125,9.660300254821777,-0.36851513385772705,19.05831527709961,-3.0463361740112305,-42.72613525390625,-8.041617393493652,7.582221508026123,-0.7340584993362427,10.948896408081055,-7.3174824714660645,-38.84442138671875,-8.960675239562988,9.067354202270508,0.15190701186656952,21.85854148864746,-8.879861831665039,-34.604095458984375,1451.6670658428172,670.4984432900756,1.1972501739863184,4625.431451403675,1295.2802006519898,540.133476795425,0.061442246108855375,0.04299786357871877,2.2371547827766407,0.2939453125,0.04931640625,0.0107421875,0.061442246108855375,0.04299786357871877,2.2371547827766407,0.2939453125,0.04931640625,0.0107421875,2954.836759987674,1276.3737586113198,0.8659127106363083,7095.1904296875,2551.6845703125,592.1630859375
blues,genres/blues/blues.00008.wav,-121.36394500732422,51.20737075805664,0.15869830548763275,0.9222478866577148,-122.80850982666016,-259.080322265625,122.50668334960938,20.359416961669922,-0.4063762128353119,171.0347900390625,124.48973083496094,26.79300308227539,-14.73819637298584,18.472063064575195,-0.4308420419692993,33.04442596435547,-14.485633850097656,-92.74058532714844,46.131065368652344,13.914786338806152,0.8018621206283569,99.33163452148438,44.35667419433594,9.692524909973145,-8.181879043579102,13.310297012329102,-0.6667717099189758,23.632808685302734,-6.519370079040527,-67.283447265625,20.18296241760254,10.344929695129395,-0.32682108879089355,51.18230438232422,21.27220916748047,-16.048826217651367,-19.173377990722656,7.593715667724609,0.7002363204956055,22.236087799072266,-19.844791412353516,-40.49791717529297,23.039138793945312,8.778911590576172,-0.09744657576084137,49.54035186767578,23.071653366088867,-6.989048480987549,-11.838223457336426,6.527214527130127,0.21556295454502106,16.3697452545166,-12.297144889831543,-33.76311111450195,21.159996032714844,7.659482479095459,-0.30478957295417786,45.39997100830078,21.803409576416016,-4.131046772003174,-6.7183661460876465,6.9961066246032715,-0.07103351503610611,20.49184799194336,-6.763856887817383,-33.85614013671875,6.992542266845703,7.512049198150635,-0.3600359261035919,29.02407455444336,7.356256008148193,-24.014366149902344,-12.730595588684082,7.873028755187988,0.6151705384254456,17.10306167602539,-13.624871253967285,-35.530799865722656,5.061324596405029,7.108595371246338,-0.38228127360343933,29.144224166870117,5.5349884033203125,-20.470874786376953,-5.18321418762207,5.741701126098633,-0.11707662045955658,10.260599136352539,-5.367653846740723,-23.92353630065918,1719.3689480431458,404.0827210348925,1.3776358572360319,4117.183336387791,1605.0464321076345,1067.4364379544693,0.06402488761600927,0.027045919171916347,1.182829627415906,0.24462890625,0.0625,0.0087890625,0.06402488761600927,0.027045919171916347,1.182829627415906,0.24462890625,0.0625,0.0087890625,3782.316288428074,1123.7957949385088,0.6933700855349583,6707.5927734375,3499.1455078125,1787.255859375
blues,genres/blues/blues.00009.wav,-213.239990234375,78.31807708740234,-0.023090293630957603,-53.86024475097656,-210.24818420410156,-371.2914733886719,115.16560363769531,28.253826141357422,-0.6270490884780884,175.15985107421875,119.44615173339844,-42.237369537353516,-11.69343090057373,25.864294052124023,-0.4123989939689636,36.295936584472656,-7.447086334228516,-75.82669067382812,39.01427459716797,18.727210998535156,0.9846821427345276,118.55421447753906,34.49859619140625,0.21052774786949158,-20.341278076171875,23.064594268798828,-0.6066828966140747,22.287643432617188,-15.997417449951172,-101.92167663574219,13.077605247497559,16.69784927368164,-0.24358277022838593,62.479820251464844,14.330838203430176,-34.70282745361328,-9.173518180847168,11.257270812988281,-0.7999017238616943,16.078611373901367,-7.842057228088379,-57.527976989746094,9.011446952819824,8.246949195861816,0.07097801566123962,34.8580322265625,9.053667068481445,-13.462526321411133,-14.100631713867188,10.491658210754395,0.14781904220581055,19.085533142089844,-14.623294830322266,-42.855857849121094,4.265941143035889,9.625248908996582,0.3343004286289215,37.94805908203125,3.300936698913574,-25.41779327392578,-6.046167373657227,9.215951919555664,-0.19497163593769073,20.430652618408203,-6.259528636932373,-39.175376892089844,3.7822070121765137,10.220061302185059,-0.061092309653759,31.4273681640625,4.202808380126953,-23.94460678100586,0.22179940342903137,8.737211227416992,0.34592151641845703,28.27988052368164,-0.4281021058559418,-22.359704971313477,-5.109399318695068,9.240684509277344,0.12472205609083176,20.809803009033203,-5.555041313171387,-35.91266632080078,-0.4102303683757782,10.197471618652344,0.19000248610973358,35.97948455810547,-0.62669837474823,-25.67839813232422,1817.15086312572,546.1100083520862,1.2779838391823606,4839.227126733891,1689.6878400246387,869.421169756833,0.07917482356921887,0.03711682977865272,2.7560143360023246,0.42041015625,0.07080078125,0.02294921875,0.07917482356921887,0.03711682977865272,2.7560143360023246,0.42041015625,0.07080078125,0.02294921875,3943.490565182715,1169.4606596745123,0.2531475129023889,6686.0595703125,3736.0107421875,1238.1591796875
